compound_name,BBB+/BBB-,MW,LogP,HBD,HBA
,BBB+,434.50400000000025,2.2747000000000006,2.0,6.0
,BBB+,339.3660000000001,-0.3953999999999982,1.0,8.0
,BBB+,564.6060000000004,4.639600000000004,1.0,8.0
,BBB+,434.50400000000025,2.4188000000000005,2.0,6.0
,BBB+,416.51400000000024,2.326700000000001,2.0,6.0
,BBB+,454.96600000000024,3.889300000000003,1.0,5.0
,BBB+,438.5360000000002,2.722700000000002,2.0,6.0
,BBB+,452.49400000000026,2.366800000000001,2.0,6.0
,BBB+,520.5690000000004,3.327700000000002,1.0,7.0
,BBB+,436.5200000000002,2.498700000000001,2.0,6.0
,BBB+,505.84100000000024,5.129100000000005,0.0,4.0
,BBB+,489.38600000000025,4.859800000000004,0.0,4.0
,BBB+,487.39500000000027,3.882600000000003,1.0,5.0
chembl1590255,BBB-,325.4339999999999,1.4062000000000001,1.0,4.0
"(2r,5r,6s)-6-[(1-aminocyclohexanecarbonyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",BBB-,341.433,0.2797000000000011,3.0,5.0
"(2r,5r,6s)-6-[[(5r)-5-amino-5-carboxypentanoyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",BBB-,359.40400000000005,-0.7996999999999974,4.0,6.0
zinc9302321,BBB-,350.3960000000001,0.6970999999999998,2.0,5.0
,BBB-,366.4640000000001,1.4103999999999997,2.0,5.0
zinc2572643,BBB-,334.39700000000005,0.8607999999999998,2.0,4.0
,BBB-,443.48100000000017,1.7770999999999997,3.0,7.0
,BBB+,384.4350000000001,0.5479999999999997,3.0,6.0
,BBB-,454.50400000000013,2.0075,2.0,6.0
zinc2009531,BBB-,384.4350000000001,0.5479999999999997,3.0,6.0
schembl18872879,BBB-,365.4110000000001,0.023700000000000443,4.0,6.0
,BBB-,481.53000000000026,1.6458999999999995,2.0,8.0
6-epi-ampicillin,BBB-,349.4120000000001,0.3181000000000002,3.0,5.0
,BBB-,729.7900000000003,-0.17439999999999772,7.0,11.0
,BBB-,521.5550000000003,1.4381999999999993,4.0,8.0
zinc3875034,BBB-,414.4610000000002,0.2472000000000002,3.0,6.0
,BBB-,510.5760000000002,0.485770000000002,5.0,7.0
,BBB-,416.4150000000002,0.5732999999999998,3.0,7.0
,BBB-,405.47600000000017,1.1166999999999998,3.0,6.0
,BBB-,389.4770000000002,1.4111,2.0,5.0
,BBB-,672.7020000000003,0.7733000000000003,8.0,12.0
zinc100037462,BBB-,594.6680000000002,-0.5885999999999969,2.0,11.0
"(2s,5s,6s)-3,3-dimethyl-7-oxo-6-[[(2r)-2-phenyl-2-(sulfoamino)acetyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",BBB-,429.47600000000017,-0.2481999999999987,4.0,6.0
,BBB-,425.5060000000001,3.0852000000000013,2.0,5.0
,BBB-,494.5690000000003,2.4962,2.0,6.0
,BBB-,351.42800000000005,0.22180000000000105,3.0,5.0
,BBB-,549.6530000000004,1.4582000000000004,4.0,7.0
,BBB-,423.42900000000014,-1.1559999999999973,4.0,11.0
(-)-camphor,BBB+,152.237,2.401700000000001,0.0,1.0
ks-00000xum,BBB-,349.4120000000001,0.34860000000000113,3.0,5.0
,BBB-,397.84000000000015,0.8039000000000005,4.0,6.0
,BBB-,440.50300000000016,-0.183599999999998,4.0,7.0
,BBB-,414.4870000000002,0.7275000000000007,3.0,6.0
zinc11592639,BBB-,363.3950000000001,0.15050000000000108,4.0,6.0
,BBB-,461.54000000000013,1.245200000000002,2.0,8.0
"(10s,11r,12e,17e,19z,21s)-21-hydroxy-11,19-dimethyl-10-propan-2-yl-9,26-dioxa-3,15,28-triazatricyclo[23.2.1.03,7]octacosa-1(27),6,12,17,19,25(28)-hexaene-2,8,14,23-tetrone",BBB-,525.6020000000003,2.6594000000000007,2.0,8.0
schembl157330,BBB+,368.8200000000001,3.280100000000002,0.0,3.0
,BBB+,422.50400000000013,4.041900000000003,1.0,5.0
,BBB+,269.344,2.3698000000000006,1.0,3.0
,BBB+,309.413,2.846820000000001,1.0,3.0
,BBB+,672.8000000000001,4.841200000000005,3.0,9.0
,BBB+,298.39399999999995,1.0423000000000002,1.0,6.0
unii-thb9t1jz6c,BBB+,309.4530000000001,4.149500000000003,0.0,2.0
zinc1481925,BBB+,520.0360000000002,3.338300000000002,0.0,8.0
betamethasone dipropionate ep impurity e,BBB+,521.0500000000003,4.086800000000004,1.0,7.0
,BBB+,504.5950000000003,3.8175000000000026,1.0,7.0
,BBB+,508.5580000000003,3.327700000000002,1.0,7.0
,BBB+,521.0500000000002,3.942700000000003,1.0,7.0
,BBB-,813.9790000000002,2.7674000000000056,3.0,16.0
,BBB-,799.9960000000002,3.8303000000000074,1.0,15.0
,BBB+,466.97700000000026,4.103100000000003,1.0,5.0
,BBB+,472.5780000000002,3.335300000000002,1.0,7.0
,BBB+,482.5890000000002,4.132800000000003,1.0,6.0
,BBB+,517.0340000000002,4.699300000000005,1.0,6.0
,BBB+,500.57900000000024,4.430000000000004,1.0,6.0
betaprodine,BBB+,261.36499999999995,2.806700000000001,0.0,3.0
,BBB-,790.0010000000001,2.7465000000000055,4.0,15.0
isopropoxyphene,BBB+,339.47900000000016,4.275500000000004,0.0,3.0
,BBB+,460.5670000000003,3.3133000000000017,1.0,7.0
,BBB+,462.5580000000002,3.5107000000000026,1.0,6.0
,BBB+,370.53300000000013,4.496500000000005,1.0,3.0
,BBB+,360.4940000000001,3.199300000000002,2.0,4.0
chembl252103,BBB+,340.492,4.832100000000005,0.0,4.0
,BBB+,418.57400000000024,4.585600000000005,1.0,5.0
schembl614,BBB+,183.25099999999998,1.1278,1.0,2.0
,BBB+,462.5580000000003,3.199000000000003,2.0,6.0
,BBB+,384.47600000000017,3.9786000000000037,1.0,6.0
,BBB+,567.5500000000001,6.113500000000006,0.0,6.0
,BBB+,432.5570000000002,3.132600000000002,2.0,6.0
"[(8r,9r,10r,11s,13r,14r,17s)-11-hydroxy-10,13-dimethyl-3-oxo-17-(2-propanoyloxyacetyl)-2,6,7,8,9,11,12,14,15,16-decahydro-1h-cyclopenta[a]phenanthren-17-yl] butanoate",BBB+,488.6210000000003,4.093500000000003,1.0,7.0
,BBB+,488.6210000000003,3.9494000000000034,1.0,7.0
,BBB+,508.5580000000002,3.5195000000000025,1.0,7.0
,BBB+,521.0500000000002,4.086800000000004,1.0,7.0
,BBB+,428.56900000000013,4.326300000000004,1.0,5.0
,BBB+,478.98800000000034,4.701400000000005,0.0,5.0
,BBB+,446.58400000000023,3.522700000000002,2.0,6.0
,BBB+,462.5580000000002,3.2467000000000024,2.0,6.0
,BBB+,444.56800000000015,3.298700000000002,2.0,6.0
zinc58482484,BBB+,476.58500000000026,3.6368000000000027,2.0,6.0
5-[(z)-n-(2-aminoethoxy)-c-pentylcarbonimidoyl]-2-methylaniline,BBB+,263.385,2.83692,2.0,4.0
,BBB+,357.5380000000002,4.8460000000000045,1.0,3.0
,BBB+,474.61300000000017,4.767900000000005,1.0,5.0
,BBB+,585.8290000000002,8.323500000000008,0.0,5.0
,BBB+,684.9550000000003,7.913200000000011,2.0,8.0
,BBB+,262.40100000000007,3.8073000000000015,3.0,3.0
zinc1633927,BBB+,287.4,3.354000000000001,1.0,4.0
zinc19168143,BBB+,144.262,1.8086,2.0,2.0
,BBB+,368.4770000000002,2.3087,2.0,5.0
unii-n1rx70k36c component drvzfwzgqkghqo-oyuwmtpxsa-n,BBB+,537.8290000000003,9.312700000000001,0.0,4.0
,BBB-,439.01800000000014,0.8275000000000003,5.0,7.0
zinc2037958,BBB+,274.36099999999993,2.4144,2.0,4.0
zinc4213170,BBB+,265.35299999999995,2.6148000000000007,1.0,4.0
,BBB+,446.55900000000025,3.987700000000003,1.0,5.0
zinc40163079,BBB+,578.6630000000002,2.686400000000001,2.0,9.0
unii-5z48onn38p component qhzqilhujdrdai-ywzlykjasa-n,BBB+,405.45100000000014,1.6933999999999998,2.0,6.0
,BBB-,374.4340000000001,-1.7552999999999952,5.0,9.0
unii-6mdc25lqsr component wtbqlhrvrkxspx-mnovxskesa-n,BBB+,215.337,2.0899000000000005,2.0,2.0
"(3r,4as,10as)-3-(diethylsulfamoylamino)-6-hydroxy-1-propyl-3,4,4a,5,10,10a-hexahydro-2h-benzo[g]quinoline",BBB+,395.56900000000013,2.136099999999999,2.0,4.0
unii-3t29053xgs component auvlzbktwscaim-nshdsacasa-n,BBB+,248.282,2.2995,1.0,3.0
tetrabarbital,BBB+,240.303,1.5751,2.0,3.0
thiotetrabarbital,BBB+,256.37100000000004,1.74,2.0,3.0
,BBB+,568.6100000000002,4.257800000000004,1.0,9.0
126-93-2,BBB+,157.21299999999997,0.8193999999999999,1.0,2.0
,BBB+,411.5420000000002,3.1636000000000015,2.0,5.0
,BBB+,453.5790000000003,3.240800000000002,1.0,6.0
pyrovalerone,BBB+,245.36599999999993,3.4422200000000025,0.0,2.0
"5-ethyl-2-hydroxy-5-[(2s)-pentan-2-yl]-1,3-diazinane-4,6-dione",BBB+,228.29200000000003,0.3408999999999999,3.0,3.0
,BBB-,504.9700000000002,0.5065000000000002,5.0,8.0
,BBB-,424.99100000000016,0.38950000000000035,4.0,7.0
,BBB-,406.54500000000013,-0.8569999999999971,5.0,8.0
,BBB+,430.5410000000002,2.7168000000000014,2.0,6.0
,BBB+,468.5370000000002,2.9809000000000023,2.0,6.0
"3-[(3s,4s)-1,3-dimethyl-4-propylpiperidin-4-yl]phenol",BBB+,247.38199999999995,3.4017000000000017,1.0,2.0
"n-[3-(3-cyano-1,2-dihydropyrazolo[1,5-a]pyrimidin-7-yl)phenyl]-n-ethylacetamide",BBB+,307.357,2.0400799999999997,1.0,5.0
,BBB-,836.9800000000002,5.848220000000007,6.0,14.0
,BBB-,810.9380000000003,5.295720000000005,5.0,13.0
"3-[(6ar,9r,10as)-7-methyl-6,6a,8,9,10,10a-hexahydro-4h-indolo[4,3-fg]quinolin-9-yl]-1,1-diethylurea",BBB+,340.4710000000002,2.931700000000001,2.0,2.0
nsc 108159,BBB+,404.5070000000002,2.423,0.0,6.0
zinc5368369,BBB+,292.42300000000006,2.1615,0.0,2.0
,BBB+,473.6100000000003,2.4502999999999995,2.0,7.0
,BBB+,475.6260000000004,2.6742999999999997,2.0,7.0
"2-(diethylamino)ethyl (2r,5s,6s)-6-[(2,6-dimethoxybenzoyl)amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylate",BBB-,479.5990000000003,1.749500000000001,1.0,8.0
,BBB+,376.5260000000002,2.0564999999999998,2.0,3.0
(r)-profenamine,BBB+,312.482,5.019600000000005,0.0,3.0
,BBB-,809.9790000000004,6.504420000000009,5.0,14.0
unii-76444vie9p,BBB+,304.39000000000004,2.1119,1.0,4.0
ncgc00184999-01,BBB+,354.47200000000015,1.7028999999999999,1.0,5.0
zinc3830429,BBB-,645.6800000000003,-1.1119999999999965,4.0,13.0
"(2s,5s,6s)-6-[[(2s)-2-[(4-ethyl-2,3-dioxopiperazine-1-carbonyl)amino]-2-phenylacetyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",BBB-,517.5640000000003,-0.24029999999999685,3.0,7.0
zinc302,BBB+,204.229,1.2500000000000002,1.0,3.0
unii-wjm15a06j6,BBB+,302.83,4.964000000000003,1.0,2.0
unii-963e1x3t2s,BBB+,300.789,4.421500000000003,1.0,2.0
,BBB-,346.298,1.6600799999999996,3.0,6.0
zinc1708380,BBB+,219.32799999999995,2.3862000000000005,1.0,2.0
,BBB-,475.58700000000016,-3.200699999999992,8.0,12.0
schembl1240370,BBB+,215.34000000000003,3.178200000000002,1.0,1.0
tiletamine,BBB+,223.3409999999999,2.6960000000000006,1.0,3.0
,BBB-,862.064,2.6798000000000073,4.0,17.0
unii-057sf9c1uz component zadjrrfmooachl-wrbweijpsa-n,BBB+,466.5490000000003,4.954100000000005,2.0,5.0
carbenzide,BBB+,208.26100000000002,1.9982999999999997,2.0,3.0
(r)-carbocloral,BBB+,236.482,1.4211,2.0,3.0
,BBB-,806.0000000000001,2.9664000000000055,4.0,16.0
"[2-[(8r,9r,10r,11r,13s,14r,17s)-17-ethoxycarbonyloxy-11-hydroxy-10,13-dimethyl-3-oxo-7,8,9,11,12,14,15,16-octahydro-6h-cyclopenta[a]phenanthren-17-yl]-2-oxoethyl] propanoate",BBB+,488.5770000000002,3.6993000000000027,1.0,8.0
,BBB-,441.55000000000035,2.3839000000000006,0.0,8.0
,BBB+,466.95800000000025,3.9165000000000028,1.0,7.0
unii-rr2f99e79b,BBB+,360.77200000000005,3.2003000000000013,1.0,4.0
cis-tilidine,BBB+,273.376,2.7677000000000014,0.0,3.0
unii-8n2p6k7x3j,BBB+,262.284,2.808200000000001,0.0,4.0
,BBB-,673.6680000000002,0.9513000000000013,5.0,15.0
,BBB+,448.95000000000033,4.642800000000004,0.0,4.0
(r)-etazepine,BBB+,267.328,3.4025000000000025,0.0,2.0
,BBB+,405.62300000000016,4.150300000000003,1.0,4.0
unii-13go737hio,BBB+,402.4950000000003,3.1262000000000016,2.0,6.0
"(2s,5s,6r)-6-[[(2-ethoxy-1-naphthalenyl)-oxomethyl]amino]-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",BBB-,414.4830000000001,2.4837999999999996,2.0,5.0
zinc2015185,BBB-,414.4830000000001,2.4838000000000005,2.0,5.0
(r)-viloxazine,BBB+,237.29899999999992,1.4525,1.0,4.0
reboxetine,BBB+,313.39700000000005,3.1938000000000004,1.0,4.0
,BBB+,410.6200000000001,5.169600000000006,1.0,4.0
fenbutrazate,BBB+,367.48900000000003,4.185400000000004,0.0,4.0
,BBB+,390.52000000000015,3.949500000000003,1.0,5.0
schembl79255,BBB+,212.249,0.7948999999999999,2.0,3.0
"(1,1-dimethylpiperidin-1-ium-4-yl) (2r,3r)-3-methyl-2-phenylpentanoate",BBB-,304.45399999999995,3.5983000000000027,0.0,2.0
zinc1999415,BBB+,274.361,2.2687,2.0,4.0
,BBB-,707.6630000000001,5.091600000000005,1.0,12.0
unii-19vo3dpf3g,BBB+,188.274,2.4477,2.0,1.0
"(2s,5s,6s)-3,3-dimethyl-7-oxo-6-[[(2r)-2-phenoxybutanoyl]amino]-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid",BBB-,378.4500000000001,1.4756999999999998,2.0,5.0
zinc1692920,BBB+,217.268,1.6269,1.0,2.0
,BBB+,367.4890000000002,3.3496000000000024,0.0,4.0
,BBB-,823.9039999999998,1.2040000000000048,4.0,11.0
,BBB-,1127.4430000000002,0.981799999999996,10.0,12.0
,BBB-,762.9790000000002,2.2189000000000045,5.0,15.0
,BBB-,835.086,2.201700000000009,5.0,16.0
,BBB-,751.9270000000002,1.877700000000003,5.0,14.0
,BBB-,717.9380000000002,2.6707000000000036,4.0,13.0
zinc3604292,BBB+,208.099,1.6714,1.0,1.0
paramethadione,BBB+,157.16899999999995,0.7637,0.0,3.0
,BBB-,753.941,2.732400000000002,5.0,10.0
,BBB-,811.8780000000002,3.157700000000002,4.0,16.0
unii-xrp67fe31n,BBB+,336.347,2.2532000000000005,1.0,4.0
"(5r)-5-ethyl-1-methyl-5-phenyl-1,3-diazinane-2,4,6-trione",BBB+,246.26599999999993,1.0426,1.0,3.0
unii-8g09z6af2t component negmmkyavynlcg-gfccvegcsa-n,BBB+,218.25599999999994,1.4735,1.0,2.0
(s)-glutethimide,BBB+,217.26799999999992,1.771,1.0,2.0
(s)-mephenytoin,BBB+,218.25599999999994,1.4735000000000003,1.0,2.0
unii-h0x939rx9w component anpjdcdlxknsps-lbprgkrzsa-n,BBB+,218.25599999999994,0.5379000000000002,2.0,3.0
,BBB-,810.9890000000001,3.9909000000000034,3.0,12.0
,BBB-,824.9720000000002,3.5175000000000027,3.0,12.0
,BBB+,299.4580000000001,4.106600000000004,1.0,2.0
,BBB+,313.48500000000007,4.496700000000004,1.0,2.0
schembl3648819,BBB+,186.255,1.2536,2.0,2.0
levitiracetam,BBB+,170.212,-0.12729999999999997,1.0,2.0
"pentanamide, 2-ethyl-3-methyl-, (2s,3s)-",BBB+,143.23,1.544,1.0,1.0
,BBB-,1424.7359999999999,-2.1604000000000134,18.0,19.0
,BBB-,1115.432,0.7635999999999958,10.0,13.0
gnf-pf-138,BBB-,480.64900000000034,4.943400000000005,1.0,6.0
,BBB-,866.9729999999996,1.270000000000006,4.0,12.0
,BBB-,748.9960000000001,1.9007000000000054,5.0,14.0
,BBB-,837.058,2.2096000000000076,5.0,17.0
,BBB-,733.9370000000002,1.785600000000004,5.0,14.0
,BBB-,747.9640000000002,2.439700000000004,4.0,14.0
,BBB+,451.6070000000003,3.5465000000000027,1.0,5.0
zinc375,BBB+,209.24500000000003,1.3795000000000002,2.0,3.0
zinc33903721,BBB+,245.36599999999999,2.8291200000000014,1.0,2.0
,BBB-,941.0370000000001,3.106800000000004,5.0,19.0
(r)-aminoglutethimide,BBB+,232.28299999999996,1.3532,2.0,3.0
zinc26376398,BBB+,261.3649999999999,2.8069000000000006,1.0,3.0
"(2-amino-2-oxoethyl)-[3-[(6r,7r)-7-[[2-(5-amino-1,2,4-thiadiazol-3-yl)-2-(fluoromethoxyimino)acetyl]amino]-2-carboxy-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-en-3-yl]prop-2-enyl]-ethyl-methylazanium",BBB-,557.6100000000001,-0.9853999999999961,4.0,11.0
schembl147024,BBB+,276.38,1.96282,1.0,3.0
piquindone,BBB+,246.35399999999993,2.19222,1.0,2.0
etymemazine,BBB+,326.509,5.049400000000005,0.0,3.0
,BBB+,268.404,4.681400000000003,2.0,2.0
zinc2020075,BBB+,302.487,4.1174000000000035,0.0,3.0
schembl2473545,BBB+,414.5490000000002,4.084800000000003,1.0,3.0
schembl6624015,BBB+,425.40000000000043,4.560400000000004,0.0,3.0
2-(2-aminophenyl)-n-[(1r)-2-[(3s)-3-hydroxypyrrolidin-1-yl]-1-phenylethyl]-n-methylacetamide,BBB-,353.46600000000007,2.0775999999999994,2.0,4.0
,BBB+,477.3520000000001,1.4367000000000005,3.0,7.0
unii-1c2ho1ns77,BBB+,371.8240000000001,3.1781000000000015,0.0,4.0
zinc2031526,BBB+,204.229,1.2021,0.0,3.0
chembl2105588,BBB+,312.844,4.648900000000004,1.0,2.0
chlorprothixene,BBB+,315.869,5.188000000000004,0.0,2.0
(r)-citalopram,BBB+,324.39900000000006,3.812980000000003,0.0,3.0
unii-i8ab3p944k component xazvhbvujrrlhh-nrsptqnisa-n,BBB+,315.5010000000001,4.392300000000004,0.0,2.0
zinc1481742,BBB+,311.4690000000001,4.651700000000004,0.0,2.0
unii-6m09zns9d1,BBB+,303.833,4.181700000000004,0.0,2.0
gamfexine,BBB+,245.40999999999994,4.302200000000004,0.0,1.0
pirandamine,BBB+,257.37699999999995,3.1270000000000016,0.0,2.0
zinc5062865,BBB+,263.384,3.9512000000000027,0.0,1.0
prestwick-07a03,BBB-,525.6420000000002,-0.653199999999996,3.0,13.0
unii-80o018lgci component cmebtcwurhmcee-dnvcbolysa-n,BBB+,311.38100000000003,2.757100000000001,0.0,4.0
(r)-aminopromazine,BBB+,327.49700000000007,3.781100000000003,0.0,4.0
clemeprol,BBB+,289.80600000000004,3.394400000000002,1.0,2.0
"(4s,4ar,5ar,6s,12ar)-7-chloro-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",BBB-,478.8850000000002,0.2824000000000005,6.0,9.0
zinc29747105,BBB-,464.8580000000002,0.10830000000000034,6.0,9.0
zinc13783190,BBB-,460.43900000000014,-1.4001999999999974,7.0,10.0
schembl20717481,BBB-,429.4290000000002,-0.4537999999999984,6.0,9.0
,BBB-,585.6100000000002,0.1706000000000017,7.0,11.0
,BBB-,586.6420000000003,-1.016099999999994,7.0,12.0
,BBB-,602.6410000000002,-0.45419999999999416,9.0,12.0
,BBB-,805.8630000000002,0.33660000000000717,9.0,14.0
,BBB-,630.6510000000003,-1.5628999999999929,8.0,13.0
zinc2007119,BBB+,250.29199999999997,2.865000000000001,1.0,1.0
"(4r,4ar,5ar,6r,12as)-4-(dimethylamino)-1,6,10,11,12a-pentahydroxy-6-methyl-3,12-dioxo-n-(pyrrolidin-1-ylmethyl)-4,4a,5,5a-tetrahydrotetracene-2-carboxamide",BBB-,527.5740000000002,0.3132000000000033,6.0,10.0
zinc575338663,BBB-,444.44000000000017,-0.3709999999999982,6.0,9.0
,BBB-,508.9110000000003,0.019700000000000772,7.0,10.0
,BBB-,430.4130000000001,-0.3884999999999992,6.0,9.0
,BBB-,459.41100000000023,0.028800000000001047,5.0,10.0
unii-67x231s15e,BBB+,262.18,2.8485000000000014,1.0,2.0
,BBB-,206.25300000000001,-0.7556999999999992,3.0,6.0
cas-13614-98-7,BBB-,457.48300000000023,0.030000000000001803,5.0,9.0
,BBB-,1001.0560000000002,-0.37479999999998953,12.0,20.0
d-amethopterin,BBB-,454.44700000000023,0.2684000000000012,5.0,10.0
(r)-sabeluzole,BBB+,415.53400000000016,3.7759000000000027,1.0,6.0
zinc1999513,BBB+,308.18600000000004,2.2689000000000004,0.0,3.0
r-(+)-cotinine,BBB+,176.21900000000002,1.3749,0.0,2.0
39122-23-1,BBB+,203.241,1.333,0.0,2.0
phensuximide,BBB+,189.214,1.1588999999999998,0.0,2.0
(r)-temazepam,BBB+,300.74500000000006,2.4722,1.0,3.0
unii-74xyo90u63,BBB+,318.73500000000007,2.611300000000001,1.0,3.0
schembl149458,BBB+,386.5860000000001,4.901100000000005,0.0,4.0
zinc1319936,BBB+,314.8600000000001,4.066900000000003,0.0,2.0
schembl17756664,BBB+,310.4660000000001,4.631100000000004,0.0,3.0
"dabelotine, (r)-",BBB+,262.35299999999995,1.4362,1.0,4.0
zinc31983000,BBB+,477.9990000000002,3.031500000000001,0.0,8.0
zopiclone,BBB+,388.8150000000001,1.5679999999999998,0.0,7.0
,BBB+,342.4930000000001,3.337080000000002,0.0,6.0
,BBB+,442.60000000000025,1.812699999999999,2.0,6.0
unii-w30o8i2c4v,BBB+,300.8330000000001,3.6768000000000027,0.0,2.0
unii-090de9crp1 component ichhtomwwamjqp-zdusscgksa-n,BBB+,315.4170000000001,2.858600000000001,0.0,4.0
(r)-aptazapine,BBB+,253.34899999999996,2.3429,0.0,3.0
(-)-nefopam,BBB+,253.345,3.238000000000002,0.0,2.0
unii-63z1842q5i,BBB+,310.4660000000001,4.631100000000004,0.0,3.0
eptazocine,BBB+,231.339,2.5478000000000005,1.0,2.0
,BBB+,285.34299999999996,1.6302999999999999,1.0,4.0
"(4s,4as,7ar,12br)-3-methyl-2,4,4a,5,6,7,7a,13-octahydro-1h-4,12-methanobenzofuro[3,2-e]isoquinolin-9-ol",BBB+,271.35999999999996,2.4513000000000007,1.0,3.0
,BBB+,299.37,2.0204,1.0,4.0
,BBB+,301.342,0.7451999999999999,2.0,5.0
,BBB+,301.386,1.8121999999999998,2.0,4.0
alpha-isomorphine,BBB+,285.343,1.1981,2.0,4.0
,BBB+,303.358,0.5369999999999999,3.0,5.0
,BBB+,495.5350000000002,3.3664000000000023,0.0,8.0
odapipam,BBB+,329.82700000000017,3.6003000000000025,1.0,3.0
romergoline,BBB+,350.4220000000001,0.9960000000000008,2.0,4.0
,BBB+,297.82900000000006,4.2058000000000035,0.0,1.0
18051-18-8,BBB+,265.36,3.0415800000000015,1.0,2.0
pdsp1_001705,BBB+,347.48700000000014,4.2249000000000025,1.0,3.0
"(6ar,9r,10ar)-9-(dimethylsulfamoylamino)-4,7-dimethyl-6,6a,8,9,10,10a-hexahydroindolo[4,3-fg]quinoline",BBB+,362.49900000000014,1.2867000000000004,1.0,4.0
,BBB+,257.3769999999999,3.268900000000002,1.0,2.0
(r)-nomifensine,BBB+,238.334,2.8461000000000016,1.0,2.0
lobeline,BBB+,337.463,4.236000000000003,1.0,3.0
nsc-60600,BBB+,275.34800000000007,1.8883999999999996,1.0,4.0
atromepine,BBB+,303.40200000000004,2.1049999999999995,1.0,4.0
schembl2108977,BBB+,377.41900000000015,3.504500000000002,1.0,4.0
zinc4214594,BBB+,335.2340000000001,3.641500000000003,1.0,3.0
zinc2045117,BBB+,301.777,3.5744000000000016,2.0,3.0
,BBB-,493.54200000000026,-1.3553999999999948,6.0,8.0
mecloralurea,BBB+,221.471,0.6039999999999999,3.0,2.0
,BBB+,223.228,0.6635999999999997,1.0,4.0
octriptyline,BBB+,275.395,4.312300000000003,1.0,1.0
(r)-amedalin,BBB+,294.398,3.622200000000003,1.0,2.0
daledalin,BBB+,280.4150000000001,4.095600000000004,1.0,2.0
zinc1999271,BBB+,311.494,4.911700000000004,1.0,2.0
zinc1999541,BBB+,295.426,4.195100000000004,1.0,2.0
(r)-fluoxetine,BBB+,309.33099999999996,4.435000000000003,1.0,2.0
,BBB-,399.5130000000001,-0.42579999999999835,5.0,7.0
,BBB-,256.379,0.14400000000000046,4.0,6.0
,BBB-,322.4420000000001,0.2685800000000009,6.0,9.0
dipivefrin (dipivefrine),BBB-,351.4430000000001,2.8424000000000014,2.0,6.0
pivenfrine,BBB-,251.32599999999994,1.8909,2.0,4.0
,BBB-,1449.2710000000004,0.10620000000000512,19.0,25.0
,BBB-,316.427,0.9862,2.0,7.0
rac-trans-sertraline,BBB+,306.236,5.179600000000004,1.0,1.0
zinc4213203,BBB+,168.265,1.2198,1.0,3.0
tocris-1588,BBB+,292.209,4.789500000000003,1.0,1.0
,BBB-,539.5830000000003,-6.949300000000007,11.0,16.0
levmetamfetamine,BBB+,149.237,1.837,1.0,1.0
365-26-4,BBB-,181.23499999999999,1.0334999999999996,3.0,3.0
,BBB-,569.6090000000002,-7.5244000000000115,12.0,16.0
"(2s,3s,4s,5s)-2-[(1r,2r,3s,4r,6s)-4,6-diamino-3-[(2s,3s,6r)-3-amino-6-(aminomethyl)oxan-2-yl]oxy-2-hydroxycyclohexyl]oxy-5-methyl-4-(methylamino)oxane-3,5-diol",BBB-,449.54900000000026,-3.9766999999999944,8.0,12.0
,BBB-,447.53300000000024,-3.851499999999994,8.0,12.0
esketamine,BBB+,237.7299999999999,2.897800000000001,1.0,2.0
,BBB-,594.613,-1.4356999999999966,4.0,15.0
,BBB-,516.6050000000002,1.4717999999999993,3.0,10.0
,BBB-,517.5530000000001,-0.8200999999999972,3.0,13.0
,BBB-,481.5200000000001,-1.5273999999999968,5.0,13.0
,BBB-,568.5610000000004,0.23680000000000168,2.0,13.0
,BBB-,530.6320000000002,1.861899999999999,3.0,10.0
,BBB-,524.5850000000003,-1.8605999999999963,5.0,13.0
,BBB-,471.4730000000002,-1.6069999999999967,3.0,11.0
,BBB-,568.634,0.1531000000000019,3.0,13.0
,BBB-,471.4920000000002,-0.3921999999999976,2.0,12.0
cefetamet acid,BBB-,397.43800000000005,-0.16569999999999918,3.0,9.0
schembl3731937,BBB-,455.47400000000016,-0.6224999999999987,3.0,11.0
zinc11592808,BBB-,510.4810000000003,-0.16829999999999856,2.0,12.0
,BBB-,357.348,-1.192499999999999,3.0,9.0
"(6s,7s)-7-[[(2z)-2-(2-amino-1,3-thiazol-4-yl)-2-methoxyiminoacetyl]amino]-3-[(e)-2-(4-methyl-1,3-thiazol-5-yl)ethenyl]-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid",BBB-,506.5910000000002,1.2927199999999992,3.0,11.0
